,admin_2,admin_1,pixel,area,SoS,NRate
30,Buhera,Manicaland,"(31.2, -19.3)",1.0,306,0.0
31,Buhera,Manicaland,"(31.2, -19.2)",1.0,308,0.0
32,Buhera,Manicaland,"(31.3, -19.3)",1.0,306,0.0
33,Buhera,Manicaland,"(31.3, -19.2)",1.0,313,0.0
34,Buhera,Manicaland,"(31.3, -19.1)",1.0,309,0.0
35,Buhera,Manicaland,"(31.4, -19.4)",1.0,311,0.0
36,Buhera,Manicaland,"(31.4, -19.3)",1.0,310,0.0
37,Buhera,Manicaland,"(31.4, -19.2)",1.0,314,0.0
38,Buhera,Manicaland,"(31.4, -19.1)",1.0,308,0.0
39,Buhera,Manicaland,"(31.5, -19.4)",1.0,309,0.0
40,Buhera,Manicaland,"(31.5, -19.3)",1.0,315,0.0
41,Buhera,Manicaland,"(31.5, -19.2)",1.0,319,0.0
42,Buhera,Manicaland,"(31.5, -19.1)",1.0,310,0.0
43,Buhera,Manicaland,"(31.6, -19.5)",1.0,313,0.0
44,Buhera,Manicaland,"(31.6, -19.4)",1.0,314,0.0
45,Buhera,Manicaland,"(31.6, -19.3)",1.0,311,0.0
46,Buhera,Manicaland,"(31.6, -19.2)",1.0,315,0.0
47,Buhera,Manicaland,"(31.6, -19.1)",1.0,314,0.0
48,Buhera,Manicaland,"(31.6, -19.0)",1.0,316,0.0
49,Buhera,Manicaland,"(31.7, -19.6)",1.0,311,0.0
50,Buhera,Manicaland,"(31.7, -19.5)",1.0,314,0.0
51,Buhera,Manicaland,"(31.7, -19.4)",1.0,313,0.0
52,Buhera,Manicaland,"(31.7, -19.3)",1.0,314,0.0
53,Buhera,Manicaland,"(31.7, -19.2)",1.0,313,0.0
54,Buhera,Manicaland,"(31.7, -19.1)",1.0,311,0.0
55,Buhera,Manicaland,"(31.7, -19.0)",1.0,311,0.0
56,Buhera,Manicaland,"(31.8, -19.7)",1.0,308,0.0
57,Buhera,Manicaland,"(31.8, -19.6)",1.0,309,0.0
58,Buhera,Manicaland,"(31.8, -19.5)",1.0,314,0.0
59,Buhera,Manicaland,"(31.8, -19.4)",1.0,314,0.0
60,Buhera,Manicaland,"(31.8, -19.3)",1.0,311,0.0
61,Buhera,Manicaland,"(31.8, -19.2)",1.0,310,0.0
62,Buhera,Manicaland,"(31.8, -19.1)",1.0,311,0.0
63,Buhera,Manicaland,"(31.8, -19.0)",1.0,311,0.0
64,Buhera,Manicaland,"(31.9, -19.8)",1.0,310,0.0
65,Buhera,Manicaland,"(31.9, -19.7)",1.0,310,0.0
66,Buhera,Manicaland,"(31.9, -19.6)",1.0,313,0.0
67,Buhera,Manicaland,"(31.9, -19.5)",1.0,315,0.0
68,Buhera,Manicaland,"(31.9, -19.4)",1.0,313,0.0
69,Buhera,Manicaland,"(31.9, -19.3)",1.0,306,0.0
70,Buhera,Manicaland,"(31.9, -19.2)",1.0,309,0.0
71,Buhera,Manicaland,"(31.9, -19.1)",1.0,309,0.0
72,Buhera,Manicaland,"(32.0, -19.9)",1.0,309,0.0
73,Buhera,Manicaland,"(32.0, -19.8)",1.0,309,0.0
74,Buhera,Manicaland,"(32.0, -19.7)",1.0,313,0.0
75,Buhera,Manicaland,"(32.0, -19.6)",1.0,315,0.0
76,Buhera,Manicaland,"(32.0, -19.5)",1.0,314,0.0
77,Buhera,Manicaland,"(32.0, -19.4)",1.0,313,0.0
78,Buhera,Manicaland,"(32.0, -19.3)",1.0,313,0.0
79,Buhera,Manicaland,"(32.0, -19.2)",1.0,313,0.0
80,Buhera,Manicaland,"(32.0, -19.1)",1.0,314,0.0
81,Buhera,Manicaland,"(32.1, -19.9)",1.0,305,0.0
82,Buhera,Manicaland,"(32.1, -19.8)",1.0,310,0.0
83,Buhera,Manicaland,"(32.1, -19.7)",1.0,317,0.0
84,Buhera,Manicaland,"(32.1, -19.6)",1.0,314,0.0
85,Buhera,Manicaland,"(32.1, -19.5)",1.0,315,0.0
86,Buhera,Manicaland,"(32.1, -19.4)",1.0,314,0.0
87,Buhera,Manicaland,"(32.1, -19.3)",1.0,310,0.0
88,Buhera,Manicaland,"(32.2, -20.0)",1.0,303,0.0
89,Buhera,Manicaland,"(32.2, -19.9)",1.0,306,0.0
90,Buhera,Manicaland,"(32.2, -19.8)",1.0,310,0.0
91,Buhera,Manicaland,"(32.2, -19.7)",1.0,309,0.0
92,Buhera,Manicaland,"(32.2, -19.6)",1.0,305,0.0
93,Buhera,Manicaland,"(32.2, -19.5)",1.0,306,0.0
94,Buhera,Manicaland,"(32.2, -19.4)",1.0,311,0.0
95,Buhera,Manicaland,"(32.3, -20.0)",1.0,308,0.0
96,Buhera,Manicaland,"(32.3, -19.9)",1.0,311,0.0
97,Buhera,Manicaland,"(32.3, -19.8)",1.0,304,0.0
98,Buhera,Manicaland,"(32.3, -19.7)",1.0,295,0.0
99,Buhera,Manicaland,"(32.3, -19.6)",1.0,298,0.0
100,Buhera,Manicaland,"(32.4, -19.9)",1.0,306,0.0
101,Buhera,Manicaland,"(32.4, -19.8)",1.0,304,0.0
102,Buhera,Manicaland,"(32.4, -19.7)",1.0,298,0.0
311,Mutare Rural,Manicaland,"(32.0, -19.3)",1.0,313,0.0
312,Mutare Rural,Manicaland,"(32.0, -19.2)",1.0,313,0.0
313,Mutare Rural,Manicaland,"(32.1, -19.4)",1.0,314,0.0
314,Mutare Rural,Manicaland,"(32.1, -19.3)",1.0,310,0.0
315,Mutare Rural,Manicaland,"(32.1, -19.2)",1.0,315,0.0
316,Mutare Rural,Manicaland,"(32.1, -19.1)",1.0,314,0.0
317,Mutare Rural,Manicaland,"(32.1, -19.0)",1.0,316,0.0
318,Mutare Rural,Manicaland,"(32.2, -19.6)",1.0,305,0.0
319,Mutare Rural,Manicaland,"(32.2, -19.5)",1.0,306,0.0
320,Mutare Rural,Manicaland,"(32.2, -19.4)",1.0,311,0.0
321,Mutare Rural,Manicaland,"(32.2, -19.3)",1.0,313,0.0
322,Mutare Rural,Manicaland,"(32.2, -19.2)",1.0,316,0.0
323,Mutare Rural,Manicaland,"(32.2, -19.1)",1.0,319,0.0
324,Mutare Rural,Manicaland,"(32.2, -19.0)",1.0,321,0.0
325,Mutare Rural,Manicaland,"(32.2, -18.9)",1.0,319,0.0
326,Mutare Rural,Manicaland,"(32.2, -18.8)",1.0,316,0.0
327,Mutare Rural,Manicaland,"(32.3, -19.7)",1.0,295,0.0
328,Mutare Rural,Manicaland,"(32.3, -19.6)",1.0,298,0.0
329,Mutare Rural,Manicaland,"(32.3, -19.5)",1.0,311,0.0
330,Mutare Rural,Manicaland,"(32.3, -19.4)",1.0,311,0.0
331,Mutare Rural,Manicaland,"(32.3, -19.3)",1.0,319,0.0
332,Mutare Rural,Manicaland,"(32.3, -19.2)",1.0,321,0.0
333,Mutare Rural,Manicaland,"(32.3, -19.1)",1.0,319,0.0
334,Mutare Rural,Manicaland,"(32.3, -19.0)",1.0,319,0.0
335,Mutare Rural,Manicaland,"(32.3, -18.9)",1.0,316,0.0
336,Mutare Rural,Manicaland,"(32.3, -18.8)",1.0,317,0.0
337,Mutare Rural,Manicaland,"(32.3, -18.7)",1.0,316,0.0
338,Mutare Rural,Manicaland,"(32.4, -19.8)",1.0,304,0.0
339,Mutare Rural,Manicaland,"(32.4, -19.7)",1.0,298,0.0
340,Mutare Rural,Manicaland,"(32.4, -19.6)",1.0,299,0.0
341,Mutare Rural,Manicaland,"(32.4, -19.5)",1.0,308,0.0
342,Mutare Rural,Manicaland,"(32.4, -19.4)",1.0,314,0.0
343,Mutare Rural,Manicaland,"(32.4, -19.3)",1.0,320,0.0
344,Mutare Rural,Manicaland,"(32.4, -19.2)",1.0,319,0.0
345,Mutare Rural,Manicaland,"(32.4, -19.1)",1.0,320,0.0
346,Mutare Rural,Manicaland,"(32.4, -19.0)",1.0,319,0.0
347,Mutare Rural,Manicaland,"(32.4, -18.9)",1.0,316,0.0
348,Mutare Rural,Manicaland,"(32.4, -18.8)",1.0,315,0.0
349,Mutare Rural,Manicaland,"(32.4, -18.7)",1.0,316,0.0
350,Mutare Rural,Manicaland,"(32.5, -19.7)",1.0,303,0.0
351,Mutare Rural,Manicaland,"(32.5, -19.6)",1.0,306,0.0
352,Mutare Rural,Manicaland,"(32.5, -19.5)",1.0,304,0.0
353,Mutare Rural,Manicaland,"(32.5, -19.4)",1.0,305,0.0
354,Mutare Rural,Manicaland,"(32.5, -19.3)",1.0,319,0.0
355,Mutare Rural,Manicaland,"(32.5, -19.2)",1.0,320,0.0
356,Mutare Rural,Manicaland,"(32.5, -19.1)",1.0,316,0.0
357,Mutare Rural,Manicaland,"(32.5, -19.0)",1.0,319,0.0
358,Mutare Rural,Manicaland,"(32.5, -18.9)",1.0,314,0.0
359,Mutare Rural,Manicaland,"(32.5, -18.8)",1.0,314,0.0
360,Mutare Rural,Manicaland,"(32.5, -18.7)",1.0,315,0.0
361,Mutare Rural,Manicaland,"(32.6, -19.5)",0.8888888888888888,308,0.0
362,Mutare Rural,Manicaland,"(32.6, -19.4)",0.8888888888888888,320,0.0
363,Mutare Rural,Manicaland,"(32.6, -19.3)",0.8888888888888888,319,0.0
364,Mutare Rural,Manicaland,"(32.6, -19.2)",0.8888888888888888,319,0.0
365,Mutare Rural,Manicaland,"(32.6, -19.1)",0.7777777777777777,324,0.0
366,Mutare Rural,Manicaland,"(32.6, -19.0)",0.7777777777777777,317,0.0
367,Mutare Rural,Manicaland,"(32.7, -19.5)",0.7777777777777777,321,0.0
368,Mutare Rural,Manicaland,"(32.7, -19.4)",0.7777777777777777,322,0.0
369,Mutare Rural,Manicaland,"(32.7, -19.3)",0.7777777777777777,319,0.0
370,Mutare Rural,Manicaland,"(32.7, -19.2)",0.8888888888888888,325,0.0
371,Mutare Rural,Manicaland,"(32.7, -19.1)",0.7777777777777777,327,0.0
372,Mutare Rural,Manicaland,"(32.7, -19.0)",0.7777777777777777,321,0.0
373,Mutare Rural,Manicaland,"(32.8, -19.3)",0.7777777777777777,324,0.0
374,Mutare Rural,Manicaland,"(32.8, -19.2)",0.8888888888888888,325,0.0
375,Mutare Rural,Manicaland,"(32.8, -19.0)",0.7777777777777777,356,0.0
2265,Chivi,Masvingo,"(30.1, -20.2)",1.0,314,0.0
2266,Chivi,Masvingo,"(30.1, -20.0)",1.0,313,0.0
2267,Chivi,Masvingo,"(30.2, -20.3)",1.0,315,0.0
2268,Chivi,Masvingo,"(30.2, -20.2)",1.0,320,0.0
2269,Chivi,Masvingo,"(30.2, -20.1)",1.0,317,0.0
2270,Chivi,Masvingo,"(30.2, -20.0)",1.0,314,0.0
2271,Chivi,Masvingo,"(30.3, -20.4)",1.0,320,0.0
2272,Chivi,Masvingo,"(30.3, -20.3)",1.0,315,0.0
2273,Chivi,Masvingo,"(30.3, -20.2)",1.0,317,0.0
2274,Chivi,Masvingo,"(30.3, -20.1)",1.0,317,0.0
2275,Chivi,Masvingo,"(30.3, -20.0)",1.0,319,0.0
2276,Chivi,Masvingo,"(30.4, -20.6)",1.0,325,0.0
2277,Chivi,Masvingo,"(30.4, -20.5)",1.0,319,0.0
2278,Chivi,Masvingo,"(30.4, -20.4)",1.0,315,0.0
2279,Chivi,Masvingo,"(30.4, -20.3)",1.0,316,0.0
2280,Chivi,Masvingo,"(30.4, -20.2)",1.0,317,0.0
2281,Chivi,Masvingo,"(30.4, -20.1)",1.0,315,0.0
2282,Chivi,Masvingo,"(30.4, -20.0)",1.0,317,0.0
2283,Chivi,Masvingo,"(30.5, -20.8)",1.0,320,0.0
2284,Chivi,Masvingo,"(30.5, -20.7)",1.0,324,0.0
2285,Chivi,Masvingo,"(30.5, -20.6)",1.0,321,0.0
2286,Chivi,Masvingo,"(30.5, -20.5)",1.0,322,0.0
2287,Chivi,Masvingo,"(30.5, -20.4)",1.0,317,0.0
2288,Chivi,Masvingo,"(30.5, -20.3)",1.0,321,0.0
2289,Chivi,Masvingo,"(30.5, -20.2)",1.0,317,0.0
2290,Chivi,Masvingo,"(30.5, -20.1)",1.0,319,0.0
2291,Chivi,Masvingo,"(30.6, -20.8)",1.0,316,0.0
2292,Chivi,Masvingo,"(30.6, -20.7)",1.0,317,0.0
2293,Chivi,Masvingo,"(30.6, -20.6)",1.0,321,0.0
2294,Chivi,Masvingo,"(30.6, -20.5)",1.0,320,0.0
2295,Chivi,Masvingo,"(30.6, -20.4)",1.0,321,0.0
2296,Chivi,Masvingo,"(30.6, -20.3)",1.0,316,0.0
2297,Chivi,Masvingo,"(30.6, -20.2)",1.0,317,0.0
2298,Chivi,Masvingo,"(30.7, -20.9)",1.0,320,0.0
2299,Chivi,Masvingo,"(30.7, -20.8)",1.0,315,0.0
2300,Chivi,Masvingo,"(30.7, -20.7)",1.0,322,0.0
2301,Chivi,Masvingo,"(30.7, -20.6)",1.0,320,0.0
2302,Chivi,Masvingo,"(30.7, -20.5)",1.0,320,0.0
2303,Chivi,Masvingo,"(30.7, -20.4)",1.0,319,0.0
2304,Chivi,Masvingo,"(30.7, -20.3)",1.0,316,0.0
2305,Chivi,Masvingo,"(30.8, -20.9)",1.0,320,0.0
2306,Chivi,Masvingo,"(30.8, -20.8)",1.0,321,0.0
2307,Chivi,Masvingo,"(30.8, -20.7)",1.0,324,0.0
2308,Chivi,Masvingo,"(30.8, -20.6)",1.0,322,0.0
2309,Chivi,Masvingo,"(30.9, -21.0)",1.0,316,0.0
2310,Chivi,Masvingo,"(30.9, -20.9)",1.0,317,0.0
2311,Chivi,Masvingo,"(30.9, -20.8)",1.0,319,0.0
2312,Chivi,Masvingo,"(30.9, -20.7)",1.0,324,0.0
2313,Chivi,Masvingo,"(31.0, -21.0)",1.0,321,0.0
2314,Chivi,Masvingo,"(31.0, -20.9)",1.0,316,0.0
2315,Chivi,Masvingo,"(31.0, -20.8)",1.0,316,0.0
2316,Chivi,Masvingo,"(31.1, -20.9)",1.0,319,0.0
2646,Zaka,Masvingo,"(31.1, -20.4)",1.0,319,0.0
2647,Zaka,Masvingo,"(31.1, -20.3)",1.0,321,0.0
2648,Zaka,Masvingo,"(31.1, -20.2)",1.0,321,0.0
2649,Zaka,Masvingo,"(31.2, -20.8)",1.0,315,0.0
2650,Zaka,Masvingo,"(31.2, -20.7)",1.0,320,0.0
2651,Zaka,Masvingo,"(31.2, -20.6)",1.0,325,0.0
2652,Zaka,Masvingo,"(31.2, -20.5)",1.0,319,0.0
2653,Zaka,Masvingo,"(31.2, -20.4)",1.0,321,0.0
2654,Zaka,Masvingo,"(31.2, -20.3)",1.0,324,0.0
2655,Zaka,Masvingo,"(31.2, -20.2)",1.0,319,0.0
2656,Zaka,Masvingo,"(31.3, -20.8)",1.0,320,0.0
2657,Zaka,Masvingo,"(31.3, -20.7)",1.0,325,0.0
2658,Zaka,Masvingo,"(31.3, -20.6)",1.0,325,0.0
2659,Zaka,Masvingo,"(31.3, -20.5)",1.0,324,0.0
2660,Zaka,Masvingo,"(31.3, -20.4)",1.0,324,0.0
2661,Zaka,Masvingo,"(31.3, -20.3)",1.0,322,0.0
2662,Zaka,Masvingo,"(31.3, -20.2)",1.0,317,0.0
2663,Zaka,Masvingo,"(31.3, -20.1)",1.0,319,0.0
2664,Zaka,Masvingo,"(31.3, -20.0)",1.0,320,0.0
2665,Zaka,Masvingo,"(31.4, -20.7)",1.0,319,0.0
2666,Zaka,Masvingo,"(31.4, -20.6)",1.0,322,0.0
2667,Zaka,Masvingo,"(31.4, -20.5)",1.0,324,0.0
2668,Zaka,Masvingo,"(31.4, -20.4)",1.0,324,0.0
2669,Zaka,Masvingo,"(31.4, -20.3)",1.0,324,0.0
2670,Zaka,Masvingo,"(31.4, -20.2)",1.0,325,0.0
2671,Zaka,Masvingo,"(31.4, -20.1)",1.0,322,0.0
2672,Zaka,Masvingo,"(31.4, -20.0)",1.0,319,0.0
2673,Zaka,Masvingo,"(31.5, -20.7)",1.0,315,0.0
2674,Zaka,Masvingo,"(31.5, -20.6)",1.0,321,0.0
2675,Zaka,Masvingo,"(31.5, -20.5)",1.0,326,0.0
2676,Zaka,Masvingo,"(31.5, -20.4)",1.0,324,0.0
2677,Zaka,Masvingo,"(31.5, -20.3)",1.0,321,0.0
2678,Zaka,Masvingo,"(31.5, -20.2)",1.0,321,0.0
2679,Zaka,Masvingo,"(31.5, -20.1)",1.0,320,0.0
2680,Zaka,Masvingo,"(31.5, -20.0)",1.0,321,0.0
2681,Zaka,Masvingo,"(31.6, -20.6)",1.0,319,0.0
2682,Zaka,Masvingo,"(31.6, -20.5)",1.0,324,0.0
2683,Zaka,Masvingo,"(31.6, -20.4)",1.0,320,0.0
2684,Zaka,Masvingo,"(31.6, -20.3)",1.0,317,0.0
2685,Zaka,Masvingo,"(31.6, -20.2)",1.0,322,0.0
2686,Zaka,Masvingo,"(31.6, -20.1)",1.0,327,0.0
2687,Zaka,Masvingo,"(31.7, -20.7)",1.0,322,0.0
2688,Zaka,Masvingo,"(31.7, -20.6)",1.0,321,0.0
2689,Zaka,Masvingo,"(31.7, -20.5)",1.0,325,0.0
2690,Zaka,Masvingo,"(31.7, -20.4)",1.0,317,0.0
2691,Zaka,Masvingo,"(31.7, -20.3)",1.0,314,0.0
2692,Zaka,Masvingo,"(31.8, -20.6)",1.0,331,0.0
2693,Binga,Matabeleland North,"(26.9, -18.2)",1.0,310,0.0
2694,Binga,Matabeleland North,"(26.9, -18.1)",1.0,304,0.0
2695,Binga,Matabeleland North,"(26.9, -18.0)",1.0,305,0.0
2696,Binga,Matabeleland North,"(27.0, -18.2)",1.0,309,0.0
2697,Binga,Matabeleland North,"(27.0, -18.1)",1.0,311,0.0
2698,Binga,Matabeleland North,"(27.0, -18.0)",1.0,308,0.0
2699,Binga,Matabeleland North,"(27.1, -18.3)",1.0,310,0.0
2700,Binga,Matabeleland North,"(27.1, -18.2)",1.0,313,0.0
2701,Binga,Matabeleland North,"(27.1, -18.1)",1.0,311,0.0
2702,Binga,Matabeleland North,"(27.1, -18.0)",1.0,309,0.0
2703,Binga,Matabeleland North,"(27.1, -17.9)",0.8888888888888888,322,0.0
2704,Binga,Matabeleland North,"(27.2, -18.5)",1.0,309,0.0
2705,Binga,Matabeleland North,"(27.2, -18.4)",1.0,305,0.0
2706,Binga,Matabeleland North,"(27.2, -18.3)",1.0,308,0.0
2707,Binga,Matabeleland North,"(27.2, -18.2)",1.0,311,0.0
2708,Binga,Matabeleland North,"(27.2, -18.1)",1.0,310,0.0
2709,Binga,Matabeleland North,"(27.2, -18.0)",1.0,310,0.0
2710,Binga,Matabeleland North,"(27.2, -17.9)",0.8888888888888888,317,0.0
2711,Binga,Matabeleland North,"(27.2, -17.8)",0.7777777777777777,316,0.0
2712,Binga,Matabeleland North,"(27.3, -18.5)",1.0,313,0.0
2713,Binga,Matabeleland North,"(27.3, -18.4)",1.0,304,0.0
2714,Binga,Matabeleland North,"(27.3, -18.3)",1.0,309,0.0
2715,Binga,Matabeleland North,"(27.3, -18.2)",1.0,311,0.0
2716,Binga,Matabeleland North,"(27.3, -18.1)",1.0,315,0.0
2717,Binga,Matabeleland North,"(27.3, -18.0)",1.0,314,0.0
2718,Binga,Matabeleland North,"(27.3, -17.9)",1.0,315,0.0
2719,Binga,Matabeleland North,"(27.3, -17.8)",1.0,314,0.0
2720,Binga,Matabeleland North,"(27.3, -17.7)",0.7777777777777777,311,0.0
2721,Binga,Matabeleland North,"(27.4, -18.5)",1.0,313,0.0
2722,Binga,Matabeleland North,"(27.4, -18.4)",1.0,314,0.0
2723,Binga,Matabeleland North,"(27.4, -18.3)",1.0,311,0.0
2724,Binga,Matabeleland North,"(27.4, -18.2)",1.0,310,0.0
2725,Binga,Matabeleland North,"(27.4, -18.1)",1.0,314,0.0
2726,Binga,Matabeleland North,"(27.4, -18.0)",1.0,314,0.0
2727,Binga,Matabeleland North,"(27.4, -17.9)",1.0,310,0.0
2728,Binga,Matabeleland North,"(27.4, -17.8)",1.0,313,0.0
2729,Binga,Matabeleland North,"(27.4, -17.7)",0.8888888888888888,317,0.0
2730,Binga,Matabeleland North,"(27.4, -17.6)",0.7777777777777777,315,0.0
2732,Binga,Matabeleland North,"(27.5, -18.5)",1.0,306,0.0
2733,Binga,Matabeleland North,"(27.5, -18.4)",1.0,309,0.0
2734,Binga,Matabeleland North,"(27.5, -18.3)",1.0,315,0.0
2735,Binga,Matabeleland North,"(27.5, -18.2)",1.0,311,0.0
2736,Binga,Matabeleland North,"(27.5, -18.1)",1.0,314,0.0
2737,Binga,Matabeleland North,"(27.5, -18.0)",1.0,308,0.0
2738,Binga,Matabeleland North,"(27.5, -17.9)",1.0,313,0.0
2739,Binga,Matabeleland North,"(27.5, -17.8)",1.0,315,0.0
2740,Binga,Matabeleland North,"(27.5, -17.7)",1.0,322,0.0
2741,Binga,Matabeleland North,"(27.5, -17.6)",1.0,315,0.0
2742,Binga,Matabeleland North,"(27.6, -18.4)",1.0,309,0.0
2743,Binga,Matabeleland North,"(27.6, -18.3)",1.0,314,0.0
2744,Binga,Matabeleland North,"(27.6, -18.2)",1.0,313,0.0
2745,Binga,Matabeleland North,"(27.6, -18.1)",1.0,309,0.0
2746,Binga,Matabeleland North,"(27.6, -18.0)",1.0,310,0.0
2747,Binga,Matabeleland North,"(27.6, -17.9)",1.0,313,0.0
2748,Binga,Matabeleland North,"(27.6, -17.8)",1.0,314,0.0
2749,Binga,Matabeleland North,"(27.6, -17.7)",1.0,316,0.0
2750,Binga,Matabeleland North,"(27.6, -17.6)",1.0,310,0.0
2751,Binga,Matabeleland North,"(27.6, -17.5)",0.8888888888888888,313,0.0
2752,Binga,Matabeleland North,"(27.6, -17.4)",0.8888888888888888,314,0.0
2753,Binga,Matabeleland North,"(27.7, -18.4)",1.0,309,0.0
2754,Binga,Matabeleland North,"(27.7, -18.3)",1.0,310,0.0
2755,Binga,Matabeleland North,"(27.7, -18.2)",1.0,310,0.0
2756,Binga,Matabeleland North,"(27.7, -18.1)",1.0,306,0.0
2757,Binga,Matabeleland North,"(27.7, -18.0)",1.0,311,0.0
2758,Binga,Matabeleland North,"(27.7, -17.9)",1.0,316,0.0
2759,Binga,Matabeleland North,"(27.7, -17.8)",1.0,319,0.0
2760,Binga,Matabeleland North,"(27.7, -17.7)",1.0,315,0.0
2761,Binga,Matabeleland North,"(27.7, -17.6)",1.0,306,0.0
2762,Binga,Matabeleland North,"(27.7, -17.5)",1.0,308,0.0
2763,Binga,Matabeleland North,"(27.7, -17.4)",1.0,309,0.0
2764,Binga,Matabeleland North,"(27.7, -17.3)",0.8888888888888888,321,0.0
2765,Binga,Matabeleland North,"(27.8, -18.4)",1.0,310,0.0
2766,Binga,Matabeleland North,"(27.8, -18.3)",1.0,314,0.0
2767,Binga,Matabeleland North,"(27.8, -18.2)",1.0,314,0.0
2768,Binga,Matabeleland North,"(27.8, -18.1)",1.0,311,0.0
2769,Binga,Matabeleland North,"(27.8, -18.0)",1.0,314,0.0
2770,Binga,Matabeleland North,"(27.8, -17.9)",1.0,317,0.0
2771,Binga,Matabeleland North,"(27.8, -17.8)",1.0,317,0.0
2772,Binga,Matabeleland North,"(27.8, -17.7)",1.0,320,0.0
2773,Binga,Matabeleland North,"(27.8, -17.6)",1.0,306,0.0
2774,Binga,Matabeleland North,"(27.8, -17.5)",1.0,308,0.0
2775,Binga,Matabeleland North,"(27.8, -17.4)",1.0,309,0.0
2776,Binga,Matabeleland North,"(27.8, -17.3)",1.0,309,0.0
2777,Binga,Matabeleland North,"(27.8, -17.2)",0.8888888888888888,308,0.0
2778,Binga,Matabeleland North,"(27.9, -18.4)",1.0,311,0.0
2779,Binga,Matabeleland North,"(27.9, -18.3)",1.0,316,0.0
2780,Binga,Matabeleland North,"(27.9, -18.2)",1.0,319,0.0
2781,Binga,Matabeleland North,"(27.9, -18.1)",1.0,313,0.0
2782,Binga,Matabeleland North,"(27.9, -18.0)",1.0,315,0.0
2783,Binga,Matabeleland North,"(27.9, -17.9)",1.0,314,0.0
